id,name,kind,latitude,longitude,belong_to
1877,universidade do contestado,instituition,,,3527
1878,faculdade de tecnologia tecmed,instituition,,,2435
1879,colegio objetivo,instituition,,,2151
1880,new york university,instituition,,,2271
1881,faculdade de medicina de catanduva,instituition,,,2797
1882,university of california berkeley,instituition,,,7826
1883,escola de enfermagem de ribeirao preto usp,instituition,,,2172
1884,university of michigan,instituition,,,4165
1885,northwestern university,instituition,,,7326
1886,centro universitario nossa senhora do patrocinio,instituition,,,3222
1887,centro federal de educacao tecnologica celso suckow da fonseca,instituition,,,2144
1888,faculdade de medicina de botucatu unesp,instituition,,,2149
1889,escola de engenharia de piracicaba,instituition,,,2337
1890,universidad de santiago de compostela,instituition,,,4933
1891,faculdade adventista paranaense,instituition,,,4911
1892,purdue university,instituition,,,7401
1893,faculdade teologica batista de sao paulo,instituition,,,2151
1894,vanderbilt university,instituition,,,7000
1895,faculdades integradas barros melo,instituition,,,2816
1896,centro universitario do estado do para,instituition,,,2231
1897,faculdade paulista de pesquisa e ensino superior,instituition,,,2151
1898,centro universitario leonardo da vinci,instituition,,,2282
1899,hospital das clinicas da faculdade de medicina de ribeirao preto,instituition,,,2172
1900,faculdade integrada metropolitana de campinas,instituition,,,2251
1901,centro universitario claretiano,instituition,,,2151
1902,sociedade brasileira de cardiologia,instituition,,,2144
1903,universidade feevale,instituition,,,2861
1904,centro universitario univates,instituition,,,2544
1905,ministerio da ciencia e tecnologia,instituition,,,2217
1906,faculdade de rondonia,instituition,,,3158
1907,faculdade mario schenberg,instituition,,,2767
1908,instituto federal sul rio grandense,instituition,,,5480
1909,escola superior de guerra,instituition,,,2144
1910,faculdade de tecnologia de maua,instituition,,,2765
1911,escola da cidade faculdade de arquitetura e urbanismo,instituition,,,2151
1912,university of toronto,instituition,,,2573
1913,faculdade de medicina estacio de juazeiro do norte,instituition,,,3476
1914,university of leicester,instituition,,,6735
1915,academia da forca aerea,instituition,,,2883
1916,universidade regional integrada do alto uruguai e das missoes,instituition,,,2885
1917,instituto nacional de cardiologia,instituition,,,2144
1918,centro universitario amparense,instituition,,,4606
1919,ghent university,instituition,,,5797
1920,instituto materno infantil de pernambuco,instituition,,,2170
1921,universidade sao francisco itatiba,instituition,,,2739
1922,faculdade de ciencias sociais e aplicadas do parana,instituition,,,2207
1923,faculdade de engenharia de sorocaba,instituition,,,2382
1924,university of east anglia,instituition,,,7236
1925,faculdade de educacao da universidade de sao paulo,instituition,,,2151
1926,fundacao tecnico educacional souza marques,instituition,,,2144
1927,faculdade dom bosco,instituition,,,2207
1928,centro regional universitario de espirito santo do pinhal,instituition,,,2232
1929,faculdade de artes do parana,instituition,,,2207
1930,faculdade batista de minas gerais,instituition,,,2143
1931,instituto federal catarinense,instituition,,,2282
1932,universidade do oeste de santa catarina,instituition,,,2959
1933,faculdade de ciencia e tecnologia de montes claros,instituition,,,2589
1934,escola de direito de sao paulo,instituition,,,2151
1935,university of michigan ann arbor,instituition,,,4165
1936,university of london,instituition,,,2260
1937,universidade de lisboa,instituition,,,9633
1938,hokkaido university,instituition,,,9681
1939,universidade fumec,instituition,,,2143
1940,faculdade pio decimo,instituition,,,2464
1941,instituto municipal de ensino superior de catanduva,instituition,,,2797
1942,instituto federal de educacao ciencia e tecnologia do norte de minas gerais,instituition,,,4032
1943,universidade vale do rio verde de tres coracoes,instituition,,,2931
1944,instituto de fisica,instituition,,,2151
1945,instituto brasileiro de administracao municipal,instituition,,,2144
1946,centro universitario de volta redonda,instituition,,,2840
1947,faculdade de enfermagem,instituition,,,3471
1948,faculdade fortium,instituition,,,2217
1949,university of aberdeen,instituition,,,9662
1950,faculdades integradas maria imaculada,instituition,,,2519
1951,universidade federal do cariri,instituition,,,3476
1952,escola de engenharia de lorena,instituition,,,3137
1953,faculdade martha falcao,instituition,,,2173
1954,colorado school of mines,instituition,,,9682
1955,universidade tecnica de lisboa,instituition,,,9633
1956,universidade do planalto catarinense,instituition,,,2426
1957,faculdade frutal,instituition,,,3025
1958,australian national university,instituition,,,5010
1959,faculdade do noroeste paranaense,instituition,,,3031
1960,escola bahiana de medicina e saude publica,instituition,,,2336
1961,instituto federal do sudeste de minas gerais,instituition,,,2324
1962,faculdade adventista de hortolandia,instituition,,,5852
1963,instituto teologico franciscano,instituition,,,2476
1964,instituto federal de sergipe,instituition,,,2464
1965,instituto federal de educacao ciencia e tecnologia de brasilia,instituition,,,2217
1966,faculdade de tecnologia de sao jose dos campos,instituition,,,2302
1967,colegio santa cruz,instituition,,,2151
1968,university of wisconsin madison,instituition,,,9635
1969,imperial college london south kensington campus,instituition,,,2260
1970,instituto sao paulo de estudos superiores,instituition,,,2151
1971,faculdade de tecnologia de sao caetano do sul,instituition,,,2388
1972,leiden university,instituition,,,3352
1973,centro universitario estadual da zona oeste,instituition,,,2144
1974,instituto de cardiologia do rio grande do sul,instituition,,,2175
1975,faculdade de ciencias da saude de sao paulo,instituition,,,2151
1976,universidade de sao paulo ribeirao preto,instituition,,,2172
1977,instituto de educacao superior da paraiba,instituition,,,2299
1978,universidad de barcelona,instituition,,,2192
1979,universite de strasbourg,instituition,,,2740
1980,faculdade de odontologia de piracicaba,instituition,,,2337
1981,oklahoma state university,instituition,,,9663
1982,universidade da integracao internacional da lusofonia afro brasileira,instituition,,,3555
1983,instituto de ensino e pesquisa,instituition,,,2151
1984,university of alberta,instituition,,,6415
1985,instituto municipal de ensino superior de assis,instituition,,,2393
1986,escola superior de artes celia helena,instituition,,,2151
1987,faculdades integradas do brasil,instituition,,,2207
1988,instituto de ciencias matematicas e de computacao,instituition,,,2197
1989,boston university,instituition,,,4279
1990,universitat stuttgart,instituition,,,2644
1991,faculdade de filosofia ciencias e letras de ribeirao preto usp,instituition,,,2172
1992,faculdade de ciencias medicas da paraiba,instituition,,,2299
1993,universidade regional do noroeste do estado do rio grande do sul,instituition,,,2361
1994,escola superior de tecnologia e educacao de rio claro,instituition,,,2443
1995,oregon state university,instituition,,,4836
1996,instituto federal de educacao ciencia e tecnologia de mato grosso,instituition,,,2659
1997,universidade da beira interior,instituition,,,2228
1998,faculdade de sao bento,instituition,,,2151
1999,ohio state university,instituition,,,9653
2000,faculdade de filosofia ciencias e letras de mandaguari,instituition,,,3580
2001,faculdade eniac,instituition,,,2612
2002,universidad de chile,instituition,,,4200
2003,universidad de santiago de chile,instituition,,,2152
2004,university of florida,instituition,,,9634
2005,faculdade de tecnologia termomecanica,instituition,,,2572
2006,universidad de concepcion,instituition,,,2658
2007,pontificia universidad catolica de chile,instituition,,,2152
2008,faculdade sao bento da bahia,instituition,,,2336
2009,university of pittsburgh,instituition,,,3502
2010,universidad de buenos aires,instituition,,,2157
2011,universidade de buenos aires,instituition,,,2157
2012,universidad carlos iii de madrid,instituition,,,2532
2013,newcastle university,instituition,,,4074
2014,universidad nacional del sur,instituition,,,5018
2015,centro universitario de votuporanga,instituition,,,2265
2016,faculdade terra nordeste,instituition,,,5153
2017,university of birmingham,instituition,,,2530
2018,centro universitario facvest,instituition,,,2426
2019,faculdade uniao das americas,instituition,,,3024
2020,faculdade maria milza,instituition,,,2754
2021,faculdade estacio de sa de santa catarina,instituition,,,2166
2022,universidade do grande rio,instituition,,,2742
2023,faculdade palotina,instituition,,,2298
2024,faculdade de ciencias sociais e agrarias de itapeva,instituition,,,3559
2025,faculdades integradas regionais de avare,instituition,,,2160
2026,faculdade iteana de botucatu,instituition,,,2149
2027,instituto federal de educacao ciencia e tecnologia de roraima,instituition,,,2860
2028,universidade do minho,instituition,,,2165
2029,universidade de aveiro,instituition,,,2678
2030,centro universitario de belo horizonte,instituition,,,2143
2031,instituto superior tecnico,instituition,,,9633
2032,universidade do algarve,instituition,,,4146
2033,universidade lusofona de humanidades e tecnologias,instituition,,,9633
2034,instituto superior de educacao ceres,instituition,,,2435
2035,faculdade frassinetti do recife,instituition,,,2170
2036,faculdade integrada de pernambuco,instituition,,,2170
2037,instituto federal de educacao ciencia e tecnologia de pernambuco,instituition,,,2170
2038,centro universitario mauricio de nassau,instituition,,,2170
2039,faculdade de odontologia do recife,instituition,,,2170
2040,faculdade marista,instituition,,,2170
2041,university of waterloo,instituition,,,9646
2042,fundacao universidade federal do vale do sao francisco,instituition,,,2945
2043,conservatoire national des arts et metiers,instituition,,,5874
2044,instituto de medicina integral professor fernando figueira,instituition,,,2170
2045,faculdade de odontologia de pernambuco,instituition,,,2170
2046,faculdade nova roma,instituition,,,2170
2047,centro de pesquisas aggeu magalhaes,instituition,,,2170
2048,associacao instituto de tecnologia de pernambuco,instituition,,,2170
2049,instituto federal de alagoas matriz,instituition,,,2377
2050,faculdade boa viagem,instituition,,,2170
2051,centro universitario metodista bennett,instituition,,,2144
2052,instituto federal de educacao ciencia e tecnologia do para,instituition,,,2231
2053,unidade de ensino superior dom bosco,instituition,,,2352
2054,university of iowa,instituition,,,9632
2055,faculdade salesiana do nordeste,instituition,,,2170
2056,fundacao universidade de pernambuco,instituition,,,2170
2057,centro universitario de joao pessoa,instituition,,,2299
2058,faculdade de ciencias humanas de olinda,instituition,,,2816
2059,universidade estadual de alagoas,instituition,,,2804
2060,university of manchester,instituition,,,4127
2061,centro universitario de patos de minas,instituition,,,2994
2062,faculdade asces,instituition,,,2451
2063,faculdade integrada tiradentes,instituition,,,2377
2064,faculdade sao miguel,instituition,,,2170
2065,faculdade santa fe,instituition,,,2352
2066,faculdade damas da instrucao crista,instituition,,,2170
2067,university of california davis,instituition,,,7977
2068,faculdade de ciencias humanas de pernambuco,instituition,,,2170
2069,instituto federal de educacao ciencia e tecnologia de alagoas,instituition,,,2377
2070,university of st andrews,instituition,,,7744
2071,escola baiana de medicina e saude publica,instituition,,,2336
2072,university of copenhagen,instituition,,,4282
2073,faculdade de ciencias aplicadas e sociais de petrolina,instituition,,,2945
2074,faculdade do vale do ipojuca,instituition,,,2451
2075,faculdades integradas de patos,instituition,,,2385
2076,universidade severino sombra,instituition,,,3475
2077,faculdade sete de setembro,instituition,,,2257
2078,instituto universitario de lisboa,instituition,,,9633
2079,faculdades integradas de guarulhos,instituition,,,2612
2080,instituto federal de educacao ciencia e tecnologia do sertao pernambucano,instituition,,,2945
2081,university of pennsylvania,instituition,,,4249
2082,universita degli studi di roma la sapienza,instituition,,,5441
2083,centro universitario do leste de minas gerais,instituition,,,2559
2084,universidade iguacu,instituition,,,2187
2085,focca faculdade de olinda,instituition,,,2816
2086,escola de comunicacoes e artes da universidade de sao paulo,instituition,,,2151
2087,centro universitario augusto motta,instituition,,,2144
2088,instituto oswaldo cruz,instituition,,,2144
2089,fundacao de apoio a escola tecnica do estado do rio de janeiro,instituition,,,2144
2090,faculdade santa catarina,instituition,,,2170
2091,abeu centro universitario,instituition,,,4390
2092,faculdade metropolitana da grande recife,instituition,,,2898
2093,faculdade de ciencias humanas esuda,instituition,,,2170
2094,centro de estudos e sistemas avancados do recife,instituition,,,2170
2095,faculdades integradas da vitoria de santo antao,instituition,,,2645
2096,university of victoria,instituition,,,2171
2097,the university of sydney,instituition,,,5374
2098,faculdade de tecnologia de jaboticabal,instituition,,,2264
2099,faculdade sao luis,instituition,,,3079
2100,faculdade de odontologia de ribeirao preto da universidade de sao paulo,instituition,,,2172
2101,faculdade de ciencias farmaceuticas de ribeirao preto usp,instituition,,,2172
2102,universidade anhanguera uniderp,instituition,,,2170
2103,faculdade de odontologia de bauru usp,instituition,,,2392
2104,faculdade de medicina de ribeirao preto universidade de sao paulo,instituition,,,2172
2105,centro universitario filadelfia,instituition,,,2188
2106,centro universitario claretiano de batatais,instituition,,,3023
2107,centro universitario de franca,instituition,,,2511
2108,michigan state university,instituition,,,9643
2109,faculdade integrado de campo mourao,instituition,,,3063
2110,faculdade de odontologia de ribeirao preto usp,instituition,,,2172
2111,faculdade de ciencias farmaceuticas de ribeirao preto,instituition,,,2172
2112,universita di pisa,instituition,,,4076
2113,universidade de sao paulo escola de engenharia de sao carlos,instituition,,,2197
2114,academia militar das agulhas negras,instituition,,,2779
2115,eberhard karls universitat tubingen,instituition,,,9629
2116,faculdades integradas de cacoal,instituition,,,4522
2117,faculdade de sao bernardo do campo,instituition,,,2572
2118,centro universitario de anapolis,instituition,,,2732
2119,faculdade de ciencias e tecnologias de campos gerais,instituition,,,2338
2120,escola de enfermagem de ribeirao preto da universidade de sao paulo,instituition,,,2172
2121,centro universitario de varzea grande,instituition,,,4594
2122,escola de enfermagem de ribeirao preto,instituition,,,2172
2123,centro universitario do planalto de araxa,instituition,,,2716
2124,faculdade de educacao sao luis,instituition,,,2264
2125,escola de engenharia de sao carlos,instituition,,,2151
2126,wageningen university,instituition,,,5019
2127,faculdades unidas do vale do araguaia,instituition,,,5260
2128,escola superior batista do amazonas,instituition,,,2173
2129,hospital dos servidores do estado,instituition,,,2144
2130,centro universitario de ensino superior do amazonas,instituition,,,2173
2131,centro universitario plinio leite,instituition,,,2330
2132,museu de astronomia e ciencias afins,instituition,,,2144
2133,university of rochester,instituition,,,9636
2134,escola politecnica,instituition,,,2151
2135,universidade do estado do amapa,instituition,,,2687
2136,faculdade de administracao e negocios de sergipe,instituition,,,2464
2137,faculdade metropolitana de manaus,instituition,,,2173
2138,centro universitario luterano de manaus,instituition,,,2173
2139,centro universitario metodista,instituition,,,2175
2140,instituto federal de educacao ciencia e tecnologia de rondonia,instituition,,,4944
2141,centro universitario ritter dos reis,instituition,,,2175
2142,jequie,city,-13.858,-40.084,155
2143,belo horizonte,city,-19.817,-43.956,168
2144,rio de janeiro,city,-22.903,-43.208,169
2145,saquarema,city,-22.92,-42.51,169
2146,cafelandia,city,-21.803,-49.61,170
2147,milano,city,45.46427,9.18951,15
2148,aurora,city,-6.943,-38.968,156
2149,botucatu,city,-22.886,-48.445,170
2150,maputo,city,-25.96553,32.58322,96
2151,sao paulo,city,-23.548,-46.636,170
2152,santiago,city,-33.45694,-70.64827,133
2153,delijan,city,33.9905,50.6838,68
2154,quito,city,-0.22985,-78.52495,130
2155,carmo,city,-21.934,-42.609,169
2156,plymouth,city,50.37153,-4.14305,9
2157,buenos aires,city,-34.61315,-58.37723,140
2158,cusco,city,-13.52264,-71.96734,136
2159,porto,city,41.14961,-8.61099,19
2160,avare,city,-23.099,-48.926,170
2161,moscow,city,55.75222,37.61556,69
2162,beziers,city,43.34122,3.21402,40
2163,puebla,city,19.04334,-98.20193,114
2164,borrazopolis,city,-23.941,-51.588,171
2165,braga,city,41.55032,-8.42005,19
2166,sao jose,city,-27.615,-48.628,173
2167,coimbra,city,40.20564,-8.41955,19
2168,veracruz,city,19.18095,-96.1429,114
2169,fernandopolis,city,-20.284,-50.246,170
2170,recife,city,-8.054,-34.881,159
2171,victoria,city,48.43294,-123.3693,115
2172,ribeirao preto,city,-21.178,-47.81,170
2173,manaus,city,-3.102,-60.025,151
2174,rio grande,city,-32.035,-52.099,172
2175,porto alegre,city,-30.033,-51.23,172
2176,cork,city,51.89797,-8.47061,36
2177,peshawar,city,34.008,71.57849,65
2178,cali,city,3.43722,-76.5225,138
2179,rio branco,city,-9.975,-67.81,147
2180,bogota,city,4.60971,-74.08175,138
2181,caracas,city,10.48801,-66.87919,141
2182,lima,city,-12.04318,-77.02824,136
2183,cornelio procopio,city,-23.181,-50.647,171
2184,cordoba,city,-31.4135,-64.18105,140
2185,santo andre,city,-23.664,-46.538,170
2186,havana,city,23.13302,-82.38304,125
2187,nova iguacu,city,-22.759,-43.451,169
2188,londrina,city,-23.31,-51.163,171
2189,calarca,city,4.52949,-75.64091,138
2190,campos dos goytacazes,city,-21.754,-41.324,169
2191,itamari,city,-13.778,-39.684,155
2192,barcelona,city,41.38879,2.15899,41
2193,evora,city,38.56667,-7.9,19
2194,imphal,city,24.80805,93.9442,71
2195,franco da rocha,city,-23.322,-46.727,170
2196,esslingen,city,48.73961,9.30473,38
2197,sao carlos,city,-22.018,-47.891,170
2198,ponta grossa,city,-25.095,-50.162,171
2199,araraquara,city,-21.794,-48.176,170
2200,nagercoil,city,8.17731,77.43437,71
2201,chivilcoy,city,-34.89566,-60.01667,140
2202,mossoro,city,-5.188,-37.344,160
2203,caratinga,city,-19.79,-42.139,168
2204,santiago de cuba,city,20.02472,-75.82194,125
2205,roubaix,city,50.69421,3.17456,40
2206,trujillo,city,-8.11599,-79.02998,136
2207,curitiba,city,-25.428,-49.273,171
2208,chiclayo,city,-6.77137,-79.84088,136
2209,la plata,city,-34.92145,-57.95453,140
2210,boulogne billancourt,city,48.83333,2.25,40
2211,pernik,city,42.6,23.03333,17
2212,formosa do oeste,city,-24.293,-53.313,171
2213,blackburn,city,53.75,-2.48333,9
2214,challans,city,46.84363,-1.87491,40
2215,butare,city,-2.59667,29.73944,103
2216,formigueiro,city,-30,-53.499,172
2217,brasilia,city,-15.78,-47.93,163
2218,catalao,city,-18.17,-47.942,164
2219,vitoria da conquista,city,-14.866,-40.839,155
2220,marseille,city,43.29695,5.38107,40
2221,visconde do rio branco,city,-21.01,-42.841,168
2222,sao joao de meriti,city,-22.804,-43.372,169
2223,conchas,city,-23.015,-48.011,170
2224,alcobaca,city,-17.519,-39.196,155
2225,paris,city,48.85341,2.3488,40
2226,goiania,city,-16.679,-49.254,164
2227,juliaca,city,-15.5,-70.13333,136
2228,covilha,city,40.28601,-7.50396,19
2229,limeira,city,-22.565,-47.402,170
2230,sao leopoldo,city,-29.76,-51.147,172
2231,belem,city,-1.456,-48.504,152
2232,espirito santo do pinhal,city,-22.191,-46.741,170
2233,pamplona,city,7.37565,-72.64795,138
2234,apucarana,city,-23.551,-51.461,171
2235,cachoeira do sul,city,-30.039,-52.894,172
2236,pojuca,city,-12.431,-38.328,155
2237,promissao,city,-21.537,-49.858,170
2238,cachoeiro de itapemirim,city,-20.849,-41.113,167
2239,maringa,city,-23.425,-51.939,171
2240,hannover,city,52.37052,9.73322,38
2241,santo domingo,city,18.50012,-69.98857,116
2242,baltimore,city,39.29038,-76.61219,113
2243,vitoria,city,-20.319,-40.338,167
2244,mollendo,city,-17.02306,-72.01472,136
2245,chicago,city,41.85003,-87.65005,113
2246,minatitlan,city,17.99925,-94.55441,114
2247,pontevedra,city,42.431,-8.64435,41
2248,paranagua,city,-25.52,-48.509,171
2249,macon,city,46.3,4.83333,40
2250,santander,city,43.46472,-3.80444,41
2251,campinas,city,-22.906,-47.061,170
2252,cascavel,city,-24.956,-53.455,171
2253,dej,city,47.15,23.86667,20
2254,arica,city,-18.4746,-70.29792,133
2255,neuilly sur seine,city,48.8846,2.26965,40
2256,mandaguacu,city,-23.347,-52.095,171
2257,fortaleza,city,-3.717,-38.543,156
2258,vila rica,city,-10.012,-51.116,165
2259,san francisco,city,37.77493,-122.41942,113
2260,london,city,51.50853,-0.12574,9
2261,sao gabriel da cachoeira,city,-0.13,-67.089,151
2262,mainz,city,49.98419,8.2791,38
2263,bologna,city,44.49381,11.33875,15
2264,jaboticabal,city,-21.255,-48.322,170
2265,votuporanga,city,-20.423,-49.973,170
2266,itajuba,city,-22.426,-45.453,168
2267,cruz alta,city,-28.639,-53.606,172
2268,santos,city,-23.961,-46.334,170
2269,envigado,city,6.17591,-75.59174,138
2270,maracas,city,-13.441,-40.431,155
2271,new york city,city,40.71427,-74.00597,113
2272,granada,city,37.18817,-3.60667,41
2273,santa rosa,city,-36.61667,-64.28333,140
2274,amadora,city,38.75382,-9.23083,19
2275,hamilton,city,43.25011,-79.84963,115
2276,los angeles,city,34.05223,-118.24368,113
2277,montreal,city,45.50884,-73.58781,115
2278,raalte,city,52.38583,6.275,29
2279,montevideo,city,-34.90328,-56.18816,139
2280,santa barbara d oeste,city,-22.754,-47.414,170
2281,malta,city,-6.904,-37.522,158
2282,blumenau,city,-26.919,-49.066,173
2283,siena,city,43.32215,11.3259,15
2284,versailles,city,48.8,2.13333,40
2285,caceres,city,-16.071,-57.679,165
2286,guantanamo,city,20.14444,-75.20917,125
2287,jaragua do sul,city,-26.486,-49.067,173
2288,morros,city,-2.864,-44.039,157
2289,cacapava do sul,city,-30.512,-53.491,172
2290,natal,city,-5.795,-35.209,160
2291,pinar del rio,city,22.4175,-83.69806,125
2292,salerno,city,40.67545,14.79328,15
2293,mar del plata,city,-38.00228,-57.55754,140
2294,anguera,city,-12.151,-39.246,155
2295,zadar,city,44.11972,15.24222,16
2296,boaco,city,12.47224,-85.6586,77
2297,votorantim,city,-23.547,-47.438,170
2298,santa maria,city,-29.684,-53.807,172
2299,joao pessoa,city,-7.115,-34.863,158
2300,boa esperanca do iguacu,city,-25.636,-53.212,171
2301,campo largo,city,-25.459,-49.528,171
2302,sao jose dos campos,city,-23.179,-45.887,170
2303,jundiai,city,-23.186,-46.884,170
2304,aschaffenburg,city,49.97704,9.15214,38
2305,toulouse,city,43.60426,1.44367,40
2306,holguin,city,20.88722,-76.26306,125
2307,valenca,city,-22.246,-43.7,169
2308,crissiumal,city,-27.5,-54.101,172
2309,ponte nova,city,-20.416,-42.909,168
2310,cambui,city,-22.612,-46.058,168
2311,manacapuru,city,-3.3,-60.621,151
2312,varanasi,city,25.31668,83.01041,71
2313,tucunduva,city,-27.657,-54.44,172
2314,bangalore,city,12.97194,77.59369,71
2315,brest,city,52.09755,23.68775,23
2316,codo,city,-4.455,-43.886,157
2317,andradina,city,-20.896,-51.379,170
2318,tres rios,city,-22.117,-43.209,169
2319,dourados,city,-22.221,-54.806,166
2320,seberi,city,-27.478,-53.403,172
2321,medianeira,city,-25.295,-54.094,171
2322,diamantina,city,-18.249,-43.6,168
2323,vicosa,city,-20.754,-42.882,168
2324,juiz de fora,city,-21.764,-43.35,168
2325,romans sur isere,city,45.04639,5.0562,40
2326,cristalandia,city,-10.6,-49.193,153
2327,baependi,city,-21.959,-44.89,168
2328,haarlem,city,52.38084,4.63683,29
2329,olimpia,city,-20.737,-48.915,170
2330,niteroi,city,-22.883,-43.104,169
2331,quetzaltenango,city,14.83472,-91.51806,127
2332,paranavai,city,-23.073,-52.465,171
2333,cedral,city,-20.903,-49.268,170
2334,freiburg,city,47.9959,7.85222,38
2335,santa clara,city,22.4,-79.96667,125
2336,salvador,city,-12.971,-38.511,155
2337,piracicaba,city,-22.725,-47.649,170
2338,campos gerais,city,-21.235,-45.759,168
2339,ervalia,city,-20.84,-42.657,168
2340,florianopolis,city,-27.597,-48.549,173
2341,nova cruz,city,-6.478,-35.434,160
2342,warwick,city,52.28333,-1.58333,9
2343,juazeiro,city,-9.414,-40.503,155
2344,itumirim,city,-21.317,-44.871,168
2345,parnaiba,city,-2.905,-41.777,162
2346,goiandira,city,-18.133,-48.085,164
2347,uberlandia,city,-18.919,-48.277,168
2348,esperanca,city,-7.023,-35.86,158
2349,sao joao da boa vista,city,-21.969,-46.798,170
2350,teresina,city,-5.089,-42.802,162
2351,medellin,city,6.25184,-75.56359,138
2352,sao luis,city,-2.53,-44.303,157
2353,dijon,city,47.31667,5.01667,40
2354,linz,city,48.30639,14.28611,42
2355,frankfurt am main,city,50.11552,8.68417,38
2356,caxias do sul,city,-29.168,-51.179,172
2357,rosario,city,-32.94682,-60.63932,140
2358,cambe,city,-23.276,-51.278,171
2359,juara,city,-11.255,-57.52,165
2360,humaita,city,-27.563,-53.974,172
2361,ijui,city,-28.388,-53.915,172
2362,jales,city,-20.269,-50.546,170
2363,presidente prudente,city,-22.126,-51.389,170
2364,santa fe do sul,city,-20.211,-50.926,170
2365,campo belo,city,-20.897,-45.277,168
2366,ipira,city,-27.404,-51.773,173
2367,sao manuel,city,-22.731,-48.571,170
2368,huancayo,city,-12.06513,-75.20486,136
2369,pirajui,city,-21.999,-49.457,170
2370,carmo do paranaiba,city,-19.001,-46.316,168
2371,burton upon trent,city,52.80728,-1.64263,9
2372,adamantina,city,-21.685,-51.073,170
2373,carazinho,city,-28.284,-52.786,172
2374,tibau do sul,city,-6.187,-35.092,160
2375,passo fundo,city,-28.263,-52.407,172
2376,talcahuano,city,-36.72494,-73.11684,133
2377,maceio,city,-9.666,-35.735,154
2378,garibaldi,city,-29.256,-51.534,172
2379,adolfo,city,-21.235,-49.644,170
2380,frauenfeld,city,47.55816,8.89854,13
2381,joacaba,city,-27.178,-51.505,173
2382,sorocaba,city,-23.502,-47.458,170
2383,piumhi,city,-20.465,-45.958,168
2384,leszno,city,51.84034,16.57494,31
2385,patos,city,-7.024,-37.28,158
2386,alexandria,city,31.21564,29.95527,81
2387,manzanillo,city,20.34333,-77.11667,125
2388,sao caetano do sul,city,-23.623,-46.551,170
2389,carius,city,-6.537,-39.497,156
2390,raul soares,city,-20.102,-42.453,168
2391,mexico,city,15.0646,120.7198,62
2392,bauru,city,-22.315,-49.061,170
2393,assis,city,-22.662,-50.412,170
2394,sao luiz,city,1.005,-60.159,148
2395,camaragibe,city,-8.022,-34.981,159
2396,vila velha,city,-20.33,-40.292,167
2397,caete,city,-19.88,-43.67,168
2398,jacarezinho,city,-23.161,-49.969,171
2399,mombaca,city,-5.743,-39.628,156
2400,wiesbaden,city,50.08258,8.24932,38
2401,porto ferreira,city,-21.854,-47.479,170
2402,canoas,city,-29.918,-51.184,172
2403,palmital,city,-22.789,-50.218,170
2404,guaratingueta,city,-22.816,-45.193,170
2405,guararema,city,-23.415,-46.035,170
2406,galveston,city,29.30135,-94.7977,113
2407,bom jesus,city,-28.668,-50.417,172
2408,bela vista do paraiso,city,-22.997,-51.191,171
2409,joao alfredo,city,-7.856,-35.588,159
2410,crato,city,-7.234,-39.409,156
2411,santa cruz do rio pardo,city,-22.899,-49.633,170
2412,mogi das cruzes,city,-23.523,-46.188,170
2413,alfenas,city,-21.429,-45.947,168
2414,hamburg,city,53.57532,10.01534,38
2415,leeds,city,53.79648,-1.54785,9
2416,porto uniao,city,-26.238,-51.078,173
2417,guira de melena,city,22.79274,-82.50823,125
2418,joinville,city,-26.304,-48.846,173
2419,presidente bernardes,city,-22.006,-51.553,170
2420,tucson,city,32.22174,-110.92648,113
2421,rabat,city,34.01325,-6.83255,99
2422,campo grande,city,-20.443,-54.646,166
2423,wellington,city,-41.28664,174.77557,110
2424,nova canaa,city,-14.794,-40.142,155
2425,faxinal do soturno,city,-29.575,-53.445,172
2426,lages,city,-27.816,-50.326,173
2427,sao borja,city,-28.661,-56.004,172
2428,itapetininga,city,-23.592,-48.053,170
2429,rio pomba,city,-21.275,-43.179,168
2430,agua santa,city,-28.177,-52.034,172
2431,senhor do bonfim,city,-10.463,-40.191,155
2432,fenix,city,-23.916,-51.979,171
2433,vila real,city,41.30062,-7.74413,19
2434,alto piquiri,city,-24.028,-53.441,171
2435,sao jose do rio preto,city,-20.82,-49.379,170
2436,vigo,city,42.23282,-8.72264,41
2437,jau,city,-22.296,-48.558,170
2438,belfast,city,54.58333,-5.93333,9
2439,santiago del estero,city,-27.79511,-64.26149,140
2440,quimper,city,48,-4.1,40
2441,frederico westphalen,city,-27.359,-53.394,172
2442,oslo,city,59.91273,10.74609,21
2443,rio claro,city,-22.411,-47.561,170
2444,campina grande,city,-7.231,-35.881,158
2445,santiago,city,-29.192,-54.867,172
2446,lyon,city,45.74846,4.84671,40
2447,sao pedro do sul,city,-29.621,-54.179,172
2448,rolandia,city,-23.31,-51.369,171
2449,bacabal,city,-4.225,-44.78,157
2450,brasileia,city,-11.01,-68.748,147
2451,caruaru,city,-8.283,-35.976,159
2452,baturite,city,-4.329,-38.885,156
2453,orlandia,city,-20.72,-47.887,170
2454,pedro osorio,city,-31.864,-52.823,172
2455,turvania,city,-16.614,-50.134,164
2456,santo angelo,city,-28.299,-54.263,172
2457,ubajara,city,-3.854,-40.921,156
2458,rio do sul,city,-27.214,-49.643,173
2459,santa barbara do sul,city,-28.358,-53.247,172
2460,presidente olegario,city,-18.418,-46.418,168
2461,boa esperanca do sul,city,-21.993,-48.391,170
2462,marilia,city,-22.214,-49.946,170
2463,vargem bonita,city,-27.007,-51.74,173
