id,name,acronym,kind,latitude,longitude,belong_to
1115,instituto maua de tecnologia,instituto maua de tecnologia,instituition,,,1768
1116,escola de engenharia maua,escola de engenharia maua,instituition,,,1768
1117,kyoto university,kyoto university,instituition,,,6272
8238,tallahassee,florida state university,city,30.43826,-84.28073,113
1118,florida state university,florida state university,instituition,,,8238
1119,universidad de alicante,universidad de alicante,instituition,,,3689
8239,guildford,university of surrey,city,51.23536,-0.57427,9
1120,university of surrey,university of surrey,instituition,,,8239
8240,sceaux,universite de paris xi paris sud,city,48.77644,2.29026,40
1121,universite de paris xi paris sud,universite de paris xi paris sud,instituition,,,8240
1122,faculdade de odontologia,faculdade de odontologia,instituition,,,2851
1123,faculdade de medicina,faculdade de medicina,instituition,,,2851
1124,universidad nacional de misiones,universidad nacional de misiones,instituition,,,6442
1125,universidade do algarve,universidade do algarve,instituition,,,3526
8241,loughborough,loughborough university,city,52.76667,-1.2,9
1126,loughborough university,loughborough university,instituition,,,8241
1127,universidade do oeste de santa catarina,universidade do oeste de santa catarina,instituition,,,2339
1128,national institute of health,national institute of health,instituition,,,5641
1129,universite de tours universite francois rabelais,universite de tours universite francois rabelais,instituition,,,4288
1130,university of colorado,university of colorado,instituition,,,5514
1131,faculdade de ciencias humanas de olinda,faculdade de ciencias humanas de olinda,instituition,,,2196
1132,faculdade cenecista de osorio,faculdade cenecista de osorio,instituition,,,3405
1133,faculdades integradas de varzea grande,faculdades integradas de varzea grande,instituition,,,3974
1134,universite du quebec a montreal,universite du quebec a montreal,instituition,,,1657
8242,nanterre,universite de paris x nanterre,city,48.89198,2.20675,40
1135,universite de paris x nanterre,universite de paris x nanterre,instituition,,,8242
1136,universidade regional do cariri,universidade regional do cariri,instituition,,,1790
8243,syracuse,syracuse university,city,43.04812,-76.14742,113
1137,syracuse university,syracuse university,instituition,,,8243
1138,universidade de sorocaba,universidade de sorocaba,instituition,,,1762
1139,faculdade de tecnologia de sorocaba,faculdade de tecnologia de sorocaba,instituition,,,1762
8244,tempe,arizona state university,city,33.41477,-111.90931,113
1140,arizona state university,arizona state university,instituition,,,8244
1141,universidade estadual do rio grande do sul,universidade estadual do rio grande do sul,instituition,,,1615
1142,centro universitario de votuporanga,centro universitario de votuporanga,instituition,,,1645
1143,university of copenhagen,university of copenhagen,instituition,,,3662
1144,instituto federal de educacao ciencia e tecnologia do sul de minas gerais,instituto federal de educacao ciencia e tecnologia do sul de minas gerais,instituition,,,4168
1145,faculdade de filosofia ciencias e letras de penapolis,faculdade de filosofia ciencias e letras de penapolis,instituition,,,2191
1146,universidade do vale do sapucai,universidade do vale do sapucai,instituition,,,1845
1147,mississippi state university,mississippi state university,instituition,,,6047
1148,ruprecht karls universitat heidelberg,ruprecht karls universitat heidelberg,instituition,,,5567
1149,universidad de vigo,universidad de vigo,instituition,,,1816
1150,faculdade de medicina de catanduva,faculdade de medicina de catanduva,instituition,,,2177
1151,faculdade de filosofia ciencias e letras de catanduva,faculdade de filosofia ciencias e letras de catanduva,instituition,,,2177
1152,universite claude bernarde lyon 1,universite claude bernarde lyon 1,instituition,,,6082
1153,karlsruher institut fur technologie,karlsruher institut fur technologie,instituition,,,2062
1154,universidad de castilla la mancha,universidad de castilla la mancha,instituition,,,4780
1155,university of sussex,university of sussex,instituition,,,4762
1156,conservatoire national des arts et metiers,conservatoire national des arts et metiers,instituition,,,5254
1157,universidad de murcia,universidad de murcia,instituition,,,3635
1158,universidad del valle,universidad del valle,instituition,,,1558
1159,universidade vale do rio doce,universidade vale do rio doce,instituition,,,1948
1160,faculdade de direito do vale do rio doce,faculdade de direito do vale do rio doce,instituition,,,1948
1161,centro universitario claretiano de batatais,centro universitario claretiano de batatais,instituition,,,2403
8245,leioa,universidad del pais vasco,city,43.33333,-2.98333,41
1162,universidad del pais vasco,universidad del pais vasco,instituition,,,8245
1163,universidad nacional del sur,universidad nacional del sur,instituition,,,4398
8246,lancaster,lancaster university,city,54.04649,-2.79988,9
1164,lancaster university,lancaster university,instituition,,,8246
1165,universidade da regiao de joinville,universidade da regiao de joinville,instituition,,,1798
1166,faculdade anhanguera de joinville,faculdade anhanguera de joinville,instituition,,,1798
1167,centro universitario de barra mansa,centro universitario de barra mansa,instituition,,,1851
1168,faculdade estacio de sa de santa catarina,faculdade estacio de sa de santa catarina,instituition,,,1546
1169,centro universitario sao camilo campus pompeia,centro universitario sao camilo campus pompeia,instituition,,,2555
1170,university of leicester,university of leicester,instituition,,,6115
1171,universita di pisa,universita di pisa,instituition,,,3456
1172,universite lumiere lyon 2,universite lumiere lyon 2,instituition,,,1826
1173,leiden university,leiden university,instituition,,,2732
1174,universidade federal dos vales do jequitinhonha e mucuri campus jk,universidade federal dos vales do jequitinhonha e mucuri campus jk,instituition,,,1702
1175,universidade federal dos vales do jequitinhonha e mucuri,universidade federal dos vales do jequitinhonha e mucuri,instituition,,,1702
8247,orlando,florida christian university,city,28.53834,-81.37924,113
1176,florida christian university,florida christian university,instituition,,,8247
1177,universidade de extremadura,universidade de extremadura,instituition,,,5864
1178,centro universitario de sete lagoas,centro universitario de sete lagoas,instituition,,,1982
1179,fundacao educacional monsenhor messias,fundacao educacional monsenhor messias,instituition,,,1982
1180,institut national polytechnique de lorraine,institut national polytechnique de lorraine,instituition,,,1980
1181,instituto federal de educacao ciencia e tecnologia do norte de minas gerais,instituto federal de educacao ciencia e tecnologia do norte de minas gerais,instituition,,,3412
1182,instituto federal de educacao ciencia e tecnologia do rio de janeiro,instituto federal de educacao ciencia e tecnologia do rio de janeiro,instituition,,,3075
1183,universite joseph fourier grenoble i,universite joseph fourier grenoble i,instituition,,,5790
1184,universidade de rio verde,universidade de rio verde,instituition,,,2915
1185,colegio santa maria,colegio santa maria,instituition,,,1602
1186,colegio bandeirantes,colegio bandeirantes,instituition,,,2287
1187,faculdade de educacao de guaratingueta,faculdade de educacao de guaratingueta,instituition,,,1784
1188,faculdade de filosofia nossa senhora medianeira,faculdade de filosofia nossa senhora medianeira,instituition,,,1701
1189,universitat zu koln,universitat zu koln,instituition,,,6449
1190,universidad central marta abreu de las villas,universidad central marta abreu de las villas,instituition,,,1715
1191,universidade severino sombra,universidade severino sombra,instituition,,,2855
8248,guelph,university of guelph,city,43.54594,-80.25599,115
1192,university of guelph,university of guelph,instituition,,,8248
1193,centro regional universitario de espirito santo do pinhal,centro regional universitario de espirito santo do pinhal,instituition,,,1612
1194,faculdade de filosofia ciencias e letras santa marcelina,faculdade de filosofia ciencias e letras santa marcelina,instituition,,,2168
1195,faculdade de filosofia ciencias e letras,faculdade de filosofia ciencias e letras,instituition,,,2211
1196,instituto nacional de telecomunicacoes,instituto nacional de telecomunicacoes,instituition,,,3708
1197,faculdades integradas de patos,faculdades integradas de patos,instituition,,,1765
8249,lawrence,university of kansas,city,38.97167,-95.23525,113
1198,university of kansas,university of kansas,instituition,,,8249
1199,instituto superior de ciencias aplicadas,instituto superior de ciencias aplicadas,instituition,,,1609
1200,faculdades integradas einstein de limeira,faculdades integradas einstein de limeira,instituition,,,1609
1201,faculdades integradas de rondonopolis,faculdades integradas de rondonopolis,instituition,,,2448
1202,faculdade avantis,faculdade avantis,instituition,,,2084
1203,faculdade redentor,faculdade redentor,instituition,,,2429
1204,faculdades integradas maria imaculada,faculdades integradas maria imaculada,instituition,,,1899
1205,faculdade de filosofia ciencias e letras de ituverava,faculdade de filosofia ciencias e letras de ituverava,instituition,,,2438
8250,epinal,universite de lorraine,city,48.18333,6.45,40
1206,universite de lorraine,universite de lorraine,instituition,,,8250
1207,centro universitario serra dos orgaos,centro universitario serra dos orgaos,instituition,,,2183
1208,universidad industrial de santander,universidad industrial de santander,instituition,,,1990
1209,faculdades integradas rui barbosa,faculdades integradas rui barbosa,instituition,,,1697
8251,sapporo,hokkaido university,city,43.06417,141.34695,59
1210,hokkaido university,hokkaido university,instituition,,,8251
1211,ecole polytechnique federale de lausanne,ecole polytechnique federale de lausanne,instituition,,,4556
1212,universidade federal do reconcavo da bahia,universidade federal do reconcavo da bahia,instituition,,,2134
1213,university of kent,university of kent,instituition,,,5663
1214,faculdade de jandaia do sul,faculdade de jandaia do sul,instituition,,,2206
1215,faculdade de filosofia ciencias e letras de caruaru,faculdade de filosofia ciencias e letras de caruaru,instituition,,,1831
1216,faculdade estadual de filosofia ciencias e letras de paranagua,faculdade estadual de filosofia ciencias e letras de paranagua,instituition,,,1628
8252,golden,colorado school of mines,city,39.75554,-105.2211,113
1217,colorado school of mines,colorado school of mines,instituition,,,8252
1218,centro de ensino superior de catalao,centro de ensino superior de catalao,instituition,,,1598
8253,santo antonio do descoberto,faculdade phenix de ciencias humanas e sociais do brasil,city,-15.94,-48.255,164
1219,faculdade phenix de ciencias humanas e sociais do brasil,faculdade phenix de ciencias humanas e sociais do brasil,instituition,,,8253
1220,centro universitario fieo,centro universitario fieo,instituition,,,2032
1221,university of southampton,university of southampton,instituition,,,3087
1222,universidade estadual de alagoas,universidade estadual de alagoas,instituition,,,2184
1223,centro universitario nossa senhora do patrocinio,centro universitario nossa senhora do patrocinio,instituition,,,2602
8254,college park,university of maryland at college park,city,38.98067,-76.93692,113
1224,university of maryland at college park,university of maryland at college park,instituition,,,8254
1225,seminario adventista latino americano de teologia,seminario adventista latino americano de teologia,instituition,,,2707
1226,faculdade de filosofia santa doroteia,faculdade de filosofia santa doroteia,instituition,,,2023
1227,faculdade de formacao de professores de belo jardim,faculdade de formacao de professores de belo jardim,instituition,,,4125
1228,faculdades integradas de santa fe do sul,faculdades integradas de santa fe do sul,instituition,,,1744
1229,faculdade cristo rei,faculdade cristo rei,instituition,,,1563
1230,universiteit van amsterdam,universiteit van amsterdam,instituition,,,2217
1231,faculdade de ciencias da administracao de garanhuns,faculdade de ciencias da administracao de garanhuns,instituition,,,2423
1232,instituto superior de educacao programus,instituto superior de educacao programus,instituition,,,5740
1233,faculdade de ciencias humanas,faculdade de ciencias humanas,instituition,,,5379
1234,universidade estadual do norte do parana,universidade estadual do norte do parana,instituition,,,1778
1235,faculdade de ciencias agrarias de araripina,faculdade de ciencias agrarias de araripina,instituition,,,4049
1236,faculdade capixaba de nova venecia,faculdade capixaba de nova venecia,instituition,,,4531
1237,faculdades integradas de ariquemes,faculdades integradas de ariquemes,instituition,,,4408
1238,cranfield university,cranfield university,instituition,,,6214
1239,faculdade kurios,faculdade kurios,instituition,,,3499
1240,instituto superior de ensino e pesquisa de ituiutaba,instituto superior de ensino e pesquisa de ituiutaba,instituition,,,2056
1241,fundacao faculdade de agronomia luiz meneghel,fundacao faculdade de agronomia luiz meneghel,instituition,,,2110
1242,centro de ensino superior de valenca,centro de ensino superior de valenca,instituition,,,1687
1243,faculdade de direito milton campos,faculdade de direito milton campos,instituition,,,3369
1244,universidad de oriente,universidad de oriente,instituition,,,3264
1245,faculdades integradas ipitanga,faculdades integradas ipitanga,instituition,,,3354
1246,institut national polytechnique de grenoble,institut national polytechnique de grenoble,instituition,,,3450
1247,faculdade de filosofia ciencias e letras de sao jose do rio pardo,faculdade de filosofia ciencias e letras de sao jose do rio pardo,instituition,,,2408
1248,faculdade de ciencias gerenciais de sao gotardo,faculdade de ciencias gerenciais de sao gotardo,instituition,,,1985
1249,rheinische friedrich wilhelms universitat bonn,rheinische friedrich wilhelms universitat bonn,instituition,,,3370
1250,faculdade de filosofia ciencias e letras nossa senhora de sion,faculdade de filosofia ciencias e letras nossa senhora de sion,instituition,,,3332
8255,london,the university of western ontario,city,42.98339,-81.23304,115
1251,the university of western ontario,the university of western ontario,instituition,,,8255
1252,faculdades integradas de cataguases,faculdades integradas de cataguases,instituition,,,2659
1253,university of york,university of york,instituition,,,5151
1254,faculdade do medio parnaiba,faculdade do medio parnaiba,instituition,,,6075
1255,faculdade montes belos,faculdade montes belos,instituition,,,2691
1256,faculdade de direito de conselheiro lafaiete,faculdade de direito de conselheiro lafaiete,instituition,,,2195
1257,university of essex,university of essex,instituition,,,6632
1258,faculdade de educacao de assis,faculdade de educacao de assis,instituition,,,1773
1259,faculdade de zootecnia e engenharia de alimentos,faculdade de zootecnia e engenharia de alimentos,instituition,,,2263
1260,universidad de deusto,universidad de deusto,instituition,,,4195
1261,faculdade omni,faculdade omni,instituition,,,3697
1262,faculdades integradas urubupunga,faculdades integradas urubupunga,instituition,,,1919
1263,faculdade evangelica do meio norte,faculdade evangelica do meio norte,instituition,,,2030
1264,universidad nacional de colombia bogota,universidad nacional de colombia bogota,instituition,,,1560
1265,instituto cenecista de ensino superior de santo angelo,instituto cenecista de ensino superior de santo angelo,instituition,,,1836
1266,rice university,rice university,instituition,,,5502
8256,bondy,institut de recherche pour le developpement,city,48.9018,2.48931,40
1267,institut de recherche pour le developpement,institut de recherche pour le developpement,instituition,,,8256
1268,university of st andrews,university of st andrews,instituition,,,7124
1269,universidade federal do vale do sao francisco,universidade federal do vale do sao francisco,instituition,,,2325
1270,universidad nacional de trujillo,universidad nacional de trujillo,instituition,,,1586
1271,faculdade dos guararapes,faculdade dos guararapes,instituition,,,2278
8257,manhattan,kansas state university,city,39.18361,-96.57167,113
1272,kansas state university,kansas state university,instituition,,,8257
1273,faculdade norte capixaba de sao mateus,faculdade norte capixaba de sao mateus,instituition,,,2484
1274,australian national university,australian national university,instituition,,,4390
1275,university of massachusetts amherst,university of massachusetts amherst,instituition,,,6448
1276,faculdade ernesto riscali,faculdade ernesto riscali,instituition,,,1709
1277,centro tecnico educacional superior do oeste paranaense,centro tecnico educacional superior do oeste paranaense,instituition,,,2243
1278,centro de ensino superior de arcoverde,centro de ensino superior de arcoverde,instituition,,,2523
1279,centro universitario de formiga,centro universitario de formiga,instituition,,,1945
1280,faculdade da saude e ecologia humana,faculdade da saude e ecologia humana,instituition,,,4900
1281,instituto federal de educacao ciencia e tecnologia sudeste de minas gerais,instituto federal de educacao ciencia e tecnologia sudeste de minas gerais,instituition,,,1809
1282,uniao das escolas do grupo faimi de educacao,uniao das escolas do grupo faimi de educacao,instituition,,,2536
1283,centro universitario de mineiros,centro universitario de mineiros,instituition,,,3920
1284,faculdade unida de suzano,faculdade unida de suzano,instituition,,,2287
1285,faculdade presbiteriana gammon,faculdade presbiteriana gammon,instituition,,,1850
1286,faculdade municipal de palhoca,faculdade municipal de palhoca,instituition,,,3296
1287,faculdade jangada,faculdade jangada,instituition,,,1667
1288,faculdade de tecnologia de jahu,faculdade de tecnologia de jahu,instituition,,,1817
1289,governo do estado de sao paulo,governo do estado de sao paulo,instituition,,,1531
1290,exercito brasileiro,exercito brasileiro,instituition,,,1531
1291,hospital israelita albert einstein,hospital israelita albert einstein,instituition,,,1531
1292,prefeitura municipal de sao paulo,prefeitura municipal de sao paulo,instituition,,,1531
1293,centro universitario paulistano,centro universitario paulistano,instituition,,,1531
1294,centro universitario sant anna,centro universitario sant anna,instituition,,,1531
1295,faculdade de enfermagem do hospital israelita albert einstein,faculdade de enfermagem do hospital israelita albert einstein,instituition,,,1531
1296,faculdade de musica carlos gomes,faculdade de musica carlos gomes,instituition,,,1531
1297,faculdade metodo de sao paulo,faculdade metodo de sao paulo,instituition,,,1531
1298,faculdade de direito professor damasio de jesus,faculdade de direito professor damasio de jesus,instituition,,,1531
1299,faculdade angel vianna,faculdade angel vianna,instituition,,,1524
1300,instituto de radioprotecao e dosimetria,instituto de radioprotecao e dosimetria,instituition,,,1524
1301,faculdade senai cetiqt,faculdade senai cetiqt,instituition,,,1524
1302,instituto superior de educacao do rio de janeiro,instituto superior de educacao do rio de janeiro,instituition,,,1524
1303,faculdade bethencourt da silva,faculdade bethencourt da silva,instituition,,,1524
1304,centro universitario celso lisboa,centro universitario celso lisboa,instituition,,,1524
1305,faculdade de enfermagem luiza de marillac,faculdade de enfermagem luiza de marillac,instituition,,,1524
1306,escola brasileira de administracao publica e de empresas,escola brasileira de administracao publica e de empresas,instituition,,,1524
1307,faculdade brasileira de ciencias juridicas,faculdade brasileira de ciencias juridicas,instituition,,,1524
1308,faculdade catolica de uberlandia,faculdade catolica de uberlandia,instituition,,,1727
1309,faculdades integradas de bauru,faculdades integradas de bauru,instituition,,,1772
1310,faculdade saberes,faculdade saberes,instituition,,,1623
1311,faculdade de musica do espirito santo,faculdade de musica do espirito santo,instituition,,,1623
1312,fundacao joaquim nabuco,fundacao joaquim nabuco,instituition,,,1550
1313,faculdade sul brasil,faculdade sul brasil,instituition,,,2182
1314,escola superior de ciencias da saude,escola superior de ciencias da saude,instituition,,,1597
1315,centro universitario euro americano,centro universitario euro americano,instituition,,,1597
1316,faculdade michelangelo,faculdade michelangelo,instituition,,,1597
1317,faculdade albert einstein,faculdade albert einstein,instituition,,,1597
1318,faculdade independente do nordeste,faculdade independente do nordeste,instituition,,,1599
1319,colegio anchieta,colegio anchieta,instituition,,,1716
1320,faculdade batista brasileira,faculdade batista brasileira,instituition,,,1716
1321,escola de engenharia de agrimensura,escola de engenharia de agrimensura,instituition,,,1716
1322,instituto superior de ciencias da saude,instituto superior de ciencias da saude,instituition,,,1523
1323,faculdade novos horizontes,faculdade novos horizontes,instituition,,,1523
1324,fundacao santa casa de misericordia do para,fundacao santa casa de misericordia do para,instituition,,,1611
1325,centro universitario de araras,centro universitario de araras,instituition,,,2437
1326,faculdade campo real,faculdade campo real,instituition,,,2580
1327,faculdade regional da bahia,faculdade regional da bahia,instituition,,,1716
1328,faculdade filadelfia,faculdade filadelfia,instituition,,,1552
1329,escola de engenharia de lorena da usp,escola de engenharia de lorena da usp,instituition,,,2517
1330,universidade federal do amapa,universidade federal do amapa,instituition,,,2067
1331,instituto federal do sudeste de minas gerais,instituto federal do sudeste de minas gerais,instituition,,,1704
1332,faculdade de tecnologia do nordeste,faculdade de tecnologia do nordeste,instituition,,,1637
1333,faculdade de ciencias biologicas e da saude,faculdade de ciencias biologicas e da saude,instituition,,,1703
1334,faculdade de ciencias aplicadas de cascavel,faculdade de ciencias aplicadas de cascavel,instituition,,,1632
1335,faculdade sul americana,faculdade sul americana,instituition,,,1606
1336,centro universitario de goias,centro universitario de goias,instituition,,,1606
1337,faculdade brasileira de educacao e cultura,faculdade brasileira de educacao e cultura,instituition,,,1606
1338,instituto federal de alagoas matriz,instituto federal de alagoas matriz,instituition,,,1757
1339,faculdades riograndenses,faculdades riograndenses,instituition,,,1555
1340,instituto federal de educacao ciencia e tecnologia sul rio grandense,instituto federal de educacao ciencia e tecnologia sul rio grandense,instituition,,,1900
1341,instituto nacional de ensino superior e pos graduacao padre gervasio,instituto nacional de ensino superior e pos graduacao padre gervasio,instituition,,,1845
1342,camara dos deputados,camara dos deputados,instituition,,,1597
1343,faculdade anhanguera de campinas,faculdade anhanguera de campinas,instituition,,,1631
1344,faculdade de ciencias contabeis e de administracao do vale do juruena,faculdade de ciencias contabeis e de administracao do vale do juruena,instituition,,,3739
1345,universidade estadual de roraima,universidade estadual de roraima,instituition,,,2240
1346,faculdades integradas rio branco,faculdades integradas rio branco,instituition,,,1531
1347,centro universitario metropolitano de sao paulo,centro universitario metropolitano de sao paulo,instituition,,,1992
1348,universidade federal da integracao latino americana,universidade federal da integracao latino americana,instituition,,,2404
1349,faculdade campo limpo paulista,faculdade campo limpo paulista,instituition,,,4082
1350,faculdades integradas padre albino,faculdades integradas padre albino,instituition,,,2177
1351,centro universitario estacio do ceara,centro universitario estacio do ceara,instituition,,,1637
1352,instituto superior de educacao vera cruz,instituto superior de educacao vera cruz,instituition,,,1531
1353,instituto chico mendes de conservacao da biodiversidade,instituto chico mendes de conservacao da biodiversidade,instituition,,,1597
1354,faculdade de direito do sul de minas,faculdade de direito do sul de minas,instituition,,,1845
1355,faculdade sumare,faculdade sumare,instituition,,,1531
1356,faculdade integral cantareira,faculdade integral cantareira,instituition,,,1531
1357,faculdade de tecnologia eniac fapi,faculdade de tecnologia eniac fapi,instituition,,,1992
1358,fundacao pio xii hospital de cancer de barretos,fundacao pio xii hospital de cancer de barretos,instituition,,,1896
1359,faculdade sao sebastiao,faculdade sao sebastiao,instituition,,,3714
1360,universidade federal de sao paulo campus diadema,universidade federal de sao paulo campus diadema,instituition,,,2796
1361,faculdade paulus de tecnologia e comunicacao,faculdade paulus de tecnologia e comunicacao,instituition,,,1531
1362,faculdade santa izildinha,faculdade santa izildinha,instituition,,,1531
1363,uniao das faculdades dos grandes lagos,uniao das faculdades dos grandes lagos,instituition,,,1815
1364,faculdades integradas torricelli,faculdades integradas torricelli,instituition,,,1992
1365,sociedade educacional de santa catarina,sociedade educacional de santa catarina,instituition,,,1798
1366,faculdades integradas de ciencias humanas saude e educacao de guarulhos,faculdades integradas de ciencias humanas saude e educacao de guarulhos,instituition,,,1992
1367,centro universitario padre anchieta,centro universitario padre anchieta,instituition,,,1683
1368,faculdade das americas,faculdade das americas,instituition,,,1531
1369,faculdade de pindamonhangaba,faculdade de pindamonhangaba,instituition,,,2466
1370,faculdade de ciencias sociais aplicadas de cascavel,faculdade de ciencias sociais aplicadas de cascavel,instituition,,,1632
1371,universidade federal do oeste da bahia,universidade federal do oeste da bahia,instituition,,,2061
1372,instituto do patrimonio historico e artistico nacional,instituto do patrimonio historico e artistico nacional,instituition,,,1524
1373,faculdade de ciencias da fundacao instituto tecnologico de osasco,faculdade de ciencias da fundacao instituto tecnologico de osasco,instituition,,,2032
1374,faculdade de tecnologia de sao bernardo do campo,faculdade de tecnologia de sao bernardo do campo,instituition,,,1952
1375,faculdade de educacao e meio ambiente,faculdade de educacao e meio ambiente,instituition,,,4408
1376,faculdade anhanguera de taboao da serra,faculdade anhanguera de taboao da serra,instituition,,,3211
1377,universidade federal da fronteira sul,universidade federal da fronteira sul,instituition,,,2095
1378,instituto federal de educacao ciencia e tecnologia de sao paulo,instituto federal de educacao ciencia e tecnologia de sao paulo,instituition,,,1531
1379,faculdade carlos drummond de andrade,faculdade carlos drummond de andrade,instituition,,,1531
1380,centro universitario anhanguera,centro universitario anhanguera,instituition,,,1565
1381,escola de economia de sao paulo,escola de economia de sao paulo,instituition,,,1531
1382,faculdade catolica salesiana do espirito santo,faculdade catolica salesiana do espirito santo,instituition,,,1623
1383,faculdade de ciencias de guarulhos,faculdade de ciencias de guarulhos,instituition,,,1992
1384,faculdade do povo,faculdade do povo,instituition,,,1531
1385,faculdade senac porto alegre,faculdade senac porto alegre,instituition,,,1555
1386,faculdade arnaldo horacio ferreira,faculdade arnaldo horacio ferreira,instituition,,,7007
1387,centro universitario toledo,centro universitario toledo,instituition,,,1915
1388,universidade federal do oeste do para,universidade federal do oeste do para,instituition,,,2375
1389,centro de pesquisa e desenvolvimento leopoldo americo miguez de mello,centro de pesquisa e desenvolvimento leopoldo americo miguez de mello,instituition,,,1524
1390,faculdade de engenharia de guaratingueta,faculdade de engenharia de guaratingueta,instituition,,,1784
1391,faculdade catolica do tocantins,faculdade catolica do tocantins,instituition,,,3152
1392,faculdade do sul da bahia,faculdade do sul da bahia,instituition,,,4642
1393,faculdade de educacao ciencias e letras don domenico,faculdade de educacao ciencias e letras don domenico,instituition,,,2614
1394,faculdade pernambucana de saude,faculdade pernambucana de saude,instituition,,,1550
1395,faculdade impacta de tecnologia,faculdade impacta de tecnologia,instituition,,,1531
1396,faculdade max planck,faculdade max planck,instituition,,,2253
1397,faculdades integradas teresa d avila,faculdades integradas teresa d avila,instituition,,,2517
1398,instituto federal de mato grosso,instituto federal de mato grosso,instituition,,,2039
1399,companhia de pesquisa de recursos minerais,companhia de pesquisa de recursos minerais,instituition,,,1550
1400,centro universitario planalto do distrito federal,centro universitario planalto do distrito federal,instituition,,,1597
1401,instituto de ensino superior de bauru,instituto de ensino superior de bauru,instituition,,,1772
1402,faculdades integradas coracao de jesus,faculdades integradas coracao de jesus,instituition,,,1565
1403,centro universitario capital,centro universitario capital,instituition,,,1531
1404,faculdade oboe,faculdade oboe,instituition,,,1637
8258,eldorado do sul,fundacao estadual de pesquisa agropecuaria,city,-30.084,-51.616,172
1405,fundacao estadual de pesquisa agropecuaria,fundacao estadual de pesquisa agropecuaria,instituition,,,8258
1406,faculdade politecnica de campinas,faculdade politecnica de campinas,instituition,,,1631
1407,faculdade anhanguera de sao caetano,faculdade anhanguera de sao caetano,instituition,,,1768
1408,faculdades atibaia,faculdades atibaia,instituition,,,2467
1409,faculdade de tecnologia do ipiranga,faculdade de tecnologia do ipiranga,instituition,,,1531
1410,faculdade de tecnologia de guaratingueta,faculdade de tecnologia de guaratingueta,instituition,,,1784
1411,instituto de ensino superior de americana,instituto de ensino superior de americana,instituition,,,2007
1412,faculdade de tecnologia machado de assis,faculdade de tecnologia machado de assis,instituition,,,1587
1413,escola dominicana de teologia,escola dominicana de teologia,instituition,,,1531
1414,instituto federal do triangulo mineiro,instituto federal do triangulo mineiro,instituition,,,1861
1415,faculdade de itapecerica da serra,faculdade de itapecerica da serra,instituition,,,5115
1416,faculdade sudoeste paulista,faculdade sudoeste paulista,instituition,,,1540
1417,centro de ensino superior de maringa,centro de ensino superior de maringa,instituition,,,1619
1418,faculdade nossa cidade,faculdade nossa cidade,instituition,,,2987
1419,centro universitario do instituto maua de tecnologia,centro universitario do instituto maua de tecnologia,instituition,,,1768
1420,centro universitario modulo,centro universitario modulo,instituition,,,2246
1421,faculdades integradas aparicio carvalho,faculdades integradas aparicio carvalho,instituition,,,2538
1422,universidade catolica de goias,universidade catolica de goias,instituition,,,2329
1423,centro universitario unifafibe,centro universitario unifafibe,instituition,,,1917
1424,instituto federal de educacao ciencia e tecnologia da bahia,instituto federal de educacao ciencia e tecnologia da bahia,instituition,,,1716
1425,faculdades adamantinenses integradas,faculdades adamantinenses integradas,instituition,,,1752
1426,faculdade de tecnologia tecmed,faculdade de tecnologia tecmed,instituition,,,1815
1427,faculdade adventista paranaense,faculdade adventista paranaense,instituition,,,4291
1428,faculdades integradas barros melo,faculdades integradas barros melo,instituition,,,2196
1429,faculdade paulista de pesquisa e ensino superior,faculdade paulista de pesquisa e ensino superior,instituition,,,1531
1430,faculdade integrada metropolitana de campinas,faculdade integrada metropolitana de campinas,instituition,,,1631
1431,ministerio da ciencia e tecnologia,ministerio da ciencia e tecnologia,instituition,,,1597
1432,faculdade de rondonia,faculdade de rondonia,instituition,,,2538
1433,faculdade mario schenberg,faculdade mario schenberg,instituition,,,2147
1434,faculdade de tecnologia de maua,faculdade de tecnologia de maua,instituition,,,2145
1435,escola da cidade faculdade de arquitetura e urbanismo,escola da cidade faculdade de arquitetura e urbanismo,instituition,,,1531
1436,faculdade de medicina estacio de juazeiro do norte,faculdade de medicina estacio de juazeiro do norte,instituition,,,2856
1437,academia da forca aerea,academia da forca aerea,instituition,,,2263
1438,instituto nacional de cardiologia,instituto nacional de cardiologia,instituition,,,1524
1439,centro universitario amparense,centro universitario amparense,instituition,,,3986
1440,faculdade de ciencias sociais e aplicadas do parana,faculdade de ciencias sociais e aplicadas do parana,instituition,,,1587
1441,faculdade de engenharia de sorocaba,faculdade de engenharia de sorocaba,instituition,,,1762
1442,faculdade batista de minas gerais,faculdade batista de minas gerais,instituition,,,1523
1443,instituto federal catarinense,instituto federal catarinense,instituition,,,1662
1444,faculdade de ciencia e tecnologia de montes claros,faculdade de ciencia e tecnologia de montes claros,instituition,,,1969
1445,escola de direito de sao paulo,escola de direito de sao paulo,instituition,,,1531
1446,faculdade pio decimo,faculdade pio decimo,instituition,,,1844
1447,instituto municipal de ensino superior de catanduva,instituto municipal de ensino superior de catanduva,instituition,,,2177
1448,faculdade de enfermagem,faculdade de enfermagem,instituition,,,2851
1449,faculdade fortium,faculdade fortium,instituition,,,1597
1450,universidade federal do cariri,universidade federal do cariri,instituition,,,2856
1451,faculdade frutal,faculdade frutal,instituition,,,2405
1452,faculdade do noroeste paranaense,faculdade do noroeste paranaense,instituition,,,2411
1453,faculdade adventista de hortolandia,faculdade adventista de hortolandia,instituition,,,5232
