Ano;Cód.IES;Nome da IES;Sigla da IES;Categ. Administrativa;Org. Acadêmica;UF da IES;Nr. de Cursos Avaliados no Triênio;Nr. de Cursos com CPC no Triênio;alfa(Proporção de Graduandos);Conceito médio da Graduação;beta(Proporção de Mestrandos - Equivalente);Conceito Médio do Mestrado;Conceito Médio do doutorado;IGC (Contínuo);IGC (faixa);Obs:
2013;83;UNIVERSIDADE DO VALE DO ITAJAÍ;UNIVALI;Privada;Universidade;SC;38;38;0.8895;2.9603;0.8049;4.2581;2.5764;3.1353;4;
2013;95;UNIVERSIDADE ESTADUAL DO VALE DO ACARAÚ;UVA;Pública;Universidade;CE;20;20;0.9950;2.3255;1.0000;3.0000;0.0000;2.3338;3;
2013;107;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI;UFSJ;Pública;Universidade;MG;21;21;0.8656;3.2358;0.9049;3.3566;2.0000;3.3602;4;
2013;137;UNIVERSIDADE DO SAGRADO CORAÇÃO;USC;Privada;Universidade;SP;24;21;0.9651;3.0862;0.5546;3.0000;1.0000;3.1129;4;
2013;140;UNIVERSIDADE SEVERINO SOMBRA;USS;Privada;Universidade;RJ;19;15;0.9667;2.5615;1.0000;3.0000;0.0000;2.6094;3;
2013;143;UNIVERSIDADE DE UBERABA;UNIUBE;Privada;Universidade;MG;41;38;0.9959;2.3308;1.0000;3.0000;0.0000;2.3377;3;
2013;150;UNIVERSIDADE DE SOROCABA;UNISO;Privada;Universidade;SP;31;26;0.9577;2.5207;0.6599;3.3583;2.0000;2.5884;3;
2013;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Privada;Universidade;RJ;165;158;0.9929;2.4462;0.7285;4.3741;2.4600;2.4610;3;
2013;165;UNIVERSIDADE VEIGA DE ALMEIDA;UVA;Privada;Universidade;RJ;39;39;0.9866;3.2132;1.0000;4.0000;0.0000;3.2304;4;
2013;167;UNIVERSIDADE METODISTA DE SÃO PAULO;UMESP;Privada;Universidade;SP;32;29;0.9538;2.5055;0.6876;4.1021;2.8142;2.5960;3;
2013;176;UNIVERSIDADE CASTELO BRANCO;UCB;Privada;Universidade;RJ;26;25;1.0000;2.0780;0.0000;0.0000;0.0000;2.0780;3;
2013;203;UNIVERSIDADE SÃO JUDAS TADEU;USJT;Privada;Universidade;SP;31;31;0.9941;2.7736;0.6931;3.0000;1.0000;2.7803;3;
2013;208;UNIVERSIDADE DE RIBEIRÃO PRETO;UNAERP;Privada;Universidade;SP;32;31;0.9344;3.0528;0.7326;3.6280;2.4600;3.1327;4;
2013;215;UNIVERSIDADE DO GRANDE ABC;UNIABC;Privada com fins lucrativos;Universidade;SP;19;19;1.0000;2.4712;0.0000;0.0000;0.0000;2.4712;3;
2013;221;UNIVERSIDADE CRUZEIRO DO SUL;UNICSUL;Privada;Universidade;SP;38;36;0.9510;2.9569;0.5231;3.6935;2.2514;3.0189;4;
2013;227;UNIVERSIDADE CATÓLICA DE SANTOS;UNISANTOS;Privada;Universidade;SP;23;22;0.9238;2.8815;0.9444;4.0000;2.0000;3.0027;4;
2013;240;UNIVERSIDADE SANTA ÚRSULA;USU;Privada;Universidade;RJ;1;1;1.0000;1.1160;0.0000;0.0000;0.0000;1.1160;2;
2013;264;UNIVERSIDADE SÃO MARCOS;USM;Privada sem fins lucrativos;Universidade;SP;5;5;;;0.0000;0.0000;0.0000;;SC;
2013;266;UNIVERSIDADE METODISTA DE PIRACICABA;UNIMEP;Privada;Universidade;SP;37;36;0.9008;2.4444;0.6530;3.9052;2.1921;2.6303;3;
2013;271;UNIVERSIDADE DO OESTE PAULISTA;UNOESTE;Privada;Universidade;SP;37;36;0.9702;3.0332;0.9359;3.6591;2.0000;3.0711;4;
2013;275;UNIVERSIDADE DO VALE DO PARAÍBA;UNIVAP;Privada;Universidade;SP;31;25;0.9177;2.5547;0.6565;3.7426;2.0000;2.6937;3;
2013;295;UNIVERSIDADE DE SANTA CRUZ DO SUL;UNISC;Privada;Universidade;RS;41;41;0.9197;3.1002;0.7749;3.8209;3.0000;3.2040;4;
2013;296;UNIVERSIDADE DA REGIÃO DA CAMPANHA;URCAMP;Privada;Universidade;RS;38;38;1.0000;2.3432;0.0000;0.0000;0.0000;2.3432;3;
2013;298;UNIVERSIDADE NORTE DO PARANÁ;UNOPAR;Privada;Universidade;PR;43;36;0.9989;2.4100;0.7828;3.4065;2.0000;2.4120;3;
2013;308;UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS;UNIPAC;Privada;Universidade;MG;31;27;1.0000;1.9596;0.0000;0.0000;0.0000;1.9596;3;
2013;316;UNIVERSIDADE NOVE DE JULHO;UNINOVE;Privada;Universidade;SP;40;40;0.9867;2.9415;0.6597;3.9873;2.9455;2.9613;4;Recalculado e republicado com base no Processo Administrativo Inep nº 23036.003874/2014-11
2013;319;UNIVERSIDADE CAMILO CASTELO BRANCO;UNICASTELO;Privada;Universidade;SP;37;29;0.9602;2.2998;0.8333;3.2500;1.0000;2.3694;3;
2013;322;UNIVERSIDADE PAULISTA;UNIP;Privada;Universidade;SP;402;376;0.9975;3.3487;0.5902;4.0128;2.5057;3.3513;4;Recalculado e republicado com base no Processo Administrativo Inep nº 23036.003875/2014-65
2013;330;UNIVERSIDADE IGUAÇU;UNIG;Privada;Universidade;RJ;27;24;1.0000;2.3309;0.0000;0.0000;0.0000;2.3309;3;
2013;338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PUC MINAS;Privada;Universidade;MG;75;72;0.9225;2.7044;0.6605;4.3803;3.1172;2.8500;3;
2013;355;UNIVERSIDADE TUIUTI DO PARANÁ;UTP;Privada;Universidade;PR;36;34;0.9305;2.5049;0.7339;3.3966;1.7391;2.6174;3;
2013;367;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;UNIMONTES;Pública;Universidade;MG;35;35;0.9088;2.8151;0.8146;3.5804;3.0000;2.9504;4;
2013;375;UNIVERSIDADE DE SANTO AMARO;UNISA;Privada;Universidade;SP;27;26;0.9982;2.1207;1.0000;3.0000;0.0000;2.1241;3;Recalculado e republicado com base no Processo Administrativo Inep nº 23036.000074/2015-29
2013;383;UNIVERSIDADE DA AMAZÔNIA;UNAMA;Privada;Universidade;PA;20;20;0.9741;2.6249;1.0000;3.3250;0.0000;2.6648;3;
2013;385;UNIVERSIDADE SALVADOR;UNIFACS;Privada;Universidade;BA;34;31;0.9786;2.6258;0.7276;3.3506;2.0000;2.6579;3;
2013;387;UNIVERSIDADE CATÓLICA DOM BOSCO;UCDB;Privada;Universidade;MS;32;32;0.9598;2.6506;0.7540;3.8389;2.0000;2.7177;3;
2013;398;UNIVERSIDADE TIRADENTES;UNIT;Privada;Universidade;SE;39;36;0.9803;2.7535;0.8341;4.0000;2.0000;2.7863;3;
2013;403;UNIVERSIDADE CATÓLICA DE BRASÍLIA;UCB;Privada;Universidade;DF;38;37;0.9179;2.6842;0.6978;4.1720;2.6687;2.8314;3;
2013;409;UNIVERSIDADE DE PERNAMBUCO;UPE;Pública;Universidade;PE;40;38;0.9483;2.4395;0.8589;3.4373;2.0000;2.5300;3;
2013;417;UNIVERSIDADE CIDADE DE SÃO PAULO;UNICID;Privada;Universidade;SP;29;29;0.9839;2.4749;1.0000;3.8935;0.0000;2.5065;3;Recalculado e republicado com base no Processo Administrativo Inep nº 23036.003870/2014-32
2013;420;UNIVERSIDADE DE MARÍLIA;UNIMAR;Privada;Universidade;SP;22;22;0.9773;3.0466;1.0000;4.0000;0.0000;3.0795;4;
2013;423;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;URI;Privada;Universidade;RS;59;51;0.9364;2.7247;0.7939;3.5205;3.0000;2.8233;3;
2013;437;UNIVERSIDADE PARANAENSE;UNIPAR;Privada;Universidade;PR;69;58;0.9865;2.7308;1.0000;3.2348;0.0000;2.7495;3;
2013;441;UNIVERSIDADE DO CONTESTADO;UNC;Privada;Universidade;SC;48;41;0.9934;2.9069;1.0000;3.0000;0.0000;2.9141;3;
2013;446;UNIVERSIDADE DE CRUZ ALTA;UNICRUZ;Privada;Universidade;RS;17;15;0.9890;2.8778;1.0000;3.0000;0.0000;2.8902;3;
2013;449;UNIVERSIDADE LUTERANA DO BRASIL;ULBRA;Privada;Universidade;RS;130;125;0.9890;2.3399;0.6293;3.8798;2.0000;2.3611;3;
2013;457;UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP;UNIAN - SP;Privada;Universidade;SP;81;72;0.9778;2.2647;0.5678;3.5581;2.8977;2.3096;3;
2013;458;UNIVERSIDADE IBIRAPUERA;UNIB;Privada;Universidade;SP;13;12;0.9826;2.2505;1.0000;3.0000;0.0000;2.2808;3;
2013;466;UNIVERSIDADE ANHEMBI MORUMBI;UAM;Privada;Universidade;SP;30;29;0.9882;2.8524;1.0000;4.0000;0.0000;2.8719;3;Recalculado e republicado com base no Processo Administrativo Inep nº 23036.000195/2015-71
2013;472;UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY;UNIGRANRIO;Privada;Universidade;RJ;52;48;0.9866;2.7275;1.0000;4.0000;0.0000;2.7512;3;
2013;481;UNIVERSIDADE GUARULHOS;UNG;Privada;Universidade;SP;48;47;0.9788;2.1498;0.7415;3.6853;3.0000;2.1963;3;
2013;482;UNIVERSIDADE DO EXTREMO SUL CATARINENSE;UNESC;Privada;Universidade;SC;33;31;0.9253;2.7125;0.6212;3.8979;4.0000;2.8483;3;
2013;494;UNIVERSIDADE DO SUL DE SANTA CATARINA;UNISUL;Privada;Universidade;SC;67;62;0.9771;2.7318;0.6971;3.5194;2.0000;2.7650;3;
2013;496;UNIVERSIDADE DE FRANCA;UNIFRAN;Privada;Universidade;SP;44;43;0.9478;2.4559;0.6283;3.8190;2.7901;2.5551;3;
2013;513;UNIVERSIDADE VALE DO RIO DOCE;UNIVALE;Privada;Universidade;MG;21;17;0.9814;2.0999;1.0000;3.0000;0.0000;2.1353;3;
2013;519;UNIVERSIDADE CATÓLICA DO SALVADOR;UCSAL;Privada;Universidade;BA;20;19;0.9563;2.1304;0.7990;4.1548;3.0000;2.2351;3;
2013;521;UNIVERSIDADE DE MOGI DAS CRUZES;UMC;Privada;Universidade;SP;50;45;0.9862;2.4350;0.6457;3.5000;1.7556;2.4584;3;Recalculado e republicado com base no Processo Administrativo Inep nº 23036.000209/2015-56
2013;526;UNIVERSIDADE BRAZ CUBAS;UBC;Privada;Universidade;SP;25;24;1.0000;2.5317;0.0000;0.0000;0.0000;2.5317;3;
2013;527;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;PUC GOIÁS;Privada;Universidade;GO;39;38;0.9566;2.2269;0.7003;3.3526;2.2917;2.3104;3;
2013;528;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;PUC-RIO;Privada;Universidade;RJ;32;32;0.5965;3.0735;0.5356;4.6826;3.4241;3.7180;4;
2013;532;UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL;UNIJUI;Privada;Universidade;RS;42;41;0.9408;3.1113;0.8299;3.8519;2.0000;3.1848;4;
2013;546;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO;PUCSP;Privada;Universidade;SP;34;31;0.5659;2.6682;0.5385;4.1136;2.4711;3.4079;4;
2013;547;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;UERJ;Pública;Universidade;RJ;47;47;0.6581;2.2888;0.5027;4.2438;3.1264;3.0445;4;
2013;548;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;Pública;Universidade;MA;39;39;0.8910;2.5948;0.7268;3.3763;2.4973;2.7679;3;
2013;549;UNIVERSIDADE FEDERAL DO ACRE;UFAC;Pública;Universidade;AC;31;31;0.9769;2.5486;1.0000;3.0591;0.0000;2.5827;3;
2013;550;UNIVERSIDADE ESTADUAL DA PARAÍBA;UEPB;Pública;Universidade;PB;36;35;0.9594;2.7108;0.9564;3.3006;1.0000;2.7684;3;
2013;555;UNIVERSIDADE DE FORTALEZA;UNIFOR;Privada;Universidade;CE;25;25;0.9445;2.6054;0.7441;4.2036;2.2789;2.7090;3;
2013;568;UNIVERSIDADE ESTADUAL DO MARANHÃO;UEMA;Pública;Universidade;MA;60;56;0.9809;2.0872;1.0000;3.1869;0.0000;2.1254;3;
2013;569;UNIVERSIDADE FEDERAL DO PARÁ;UFPA;Pública;Universidade;PA;75;72;0.7288;2.5095;0.6418;3.9480;2.4448;3.0107;4;
2013;570;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;UFRN;Pública;Universidade;RN;62;60;0.6778;3.3691;0.5610;3.9030;2.4555;3.6755;4;
2013;571;UNIVERSIDADE FEDERAL DO PARANÁ;UFPR;Pública;Universidade;PR;48;44;0.5501;2.8507;0.5468;4.2564;2.7763;3.5751;4;
2013;572;UNIVERSIDADE FEDERAL FLUMINENSE;UFF;Pública;Universidade;RJ;66;65;0.6797;2.7088;0.5911;4.0533;2.8128;3.2576;4;
2013;573;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;UFES;Pública;Universidade;ES;58;56;0.7589;2.7621;0.7508;3.7495;2.2099;3.1326;4;
2013;574;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;Pública;Universidade;RJ;27;26;0.7761;3.1573;0.6025;3.6988;2.4860;3.4075;4;
2013;575;UNIVERSIDADE FEDERAL DE MINAS GERAIS;UFMG;Pública;Universidade;MG;53;52;0.4395;3.3791;0.4117;4.7381;3.9012;4.1367;5;
2013;576;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;UFJF;Pública;Universidade;MG;32;29;0.6965;3.3849;0.6895;3.7123;2.3279;3.6564;4;
2013;577;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;Pública;Universidade;AL;54;51;0.8967;2.7303;0.7464;3.5609;2.1329;2.8841;3;
2013;578;UNIVERSIDADE FEDERAL DA BAHIA;UFBA;Pública;Universidade;BA;50;49;0.5808;2.6714;0.5502;4.0498;2.5550;3.3842;4;
2013;579;UNIVERSIDADE FEDERAL DA PARAÍBA;UFPB;Pública;Universidade;PB;55;55;0.7430;3.1186;0.6086;3.9552;2.5178;3.4371;4;
2013;580;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;Pública Federal;Universidade;PE;58;56;0.5640;2.8479;0.5204;4.3417;2.8513;3.5617;4;
2013;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;UFRGS;Pública;Universidade;RS;56;54;0.3840;3.5929;0.4484;4.7982;3.7896;4.2946;5;
2013;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;Pública;Universidade;RS;51;49;0.5927;3.1980;0.6220;4.1326;2.9206;3.7154;4;
2013;583;UNIVERSIDADE FEDERAL DO CEARÁ;UFC;Pública;Universidade;CE;55;54;0.5910;3.0455;0.5650;4.2436;2.6926;3.6207;4;
2013;584;UNIVERSIDADE FEDERAL DE GOIÁS;UFG;Pública;Universidade;GO;79;78;0.6587;3.2463;0.6310;3.9007;2.5052;3.6217;4;
2013;585;UNIVERSIDADE FEDERAL DE SANTA CATARINA;UFSC;Pública;Universidade;SC;52;50;0.4623;3.3069;0.4928;4.5807;3.3882;4.0151;5;
2013;586;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;UFRJ;Pública;Universidade;RJ;56;55;0.4390;2.7812;0.4412;4.6947;3.7720;3.8597;4;
2013;587;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;UFRPE;Pública;Universidade;PE;27;27;0.6936;2.4265;0.5291;3.8480;2.3788;2.9956;4;
2013;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;Pública;Universidade;PR;40;39;0.7959;3.4206;0.7165;3.6583;2.7238;3.6010;4;
2013;589;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;UFERSA;Pública;Universidade;RN;8;7;0.6443;2.6253;0.5429;3.8387;2.5562;3.2253;4;
2013;590;UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA;UFRA;Pública;Universidade;PA;7;6;0.8581;2.1920;0.7718;3.2660;2.0000;2.4631;3;
2013;591;UNIVERSIDADE FEDERAL DE SÃO PAULO;UNIFESP;Pública;Universidade;SP;19;18;0.2911;2.7918;0.5037;4.3411;3.4157;4.0538;5;
2013;592;UNIVERSIDADE FEDERAL DE LAVRAS;UFLA;Pública;Universidade;MG;13;13;0.4529;3.7830;0.4938;4.4218;2.9847;4.1847;5;
2013;595;UNIVERSIDADE FEDERAL DE ALFENAS;UNIFAL-MG;Pública;Universidade;MG;16;16;0.8505;3.4511;0.9310;3.3902;2.0000;3.5603;4;
2013;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Pública;Universidade;MG;18;18;0.8829;3.2567;1.0000;3.4212;0.0000;3.3684;4;
2013;597;UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO;UFTM;Pública;Universidade;MG;9;7;0.7469;3.5496;0.6718;3.8083;2.3556;3.7422;4;
2013;598;UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI;UNIFEI;Pública;Universidade;MG;11;11;0.6474;3.2556;0.6643;3.9638;2.8944;3.6663;4;
2013;599;INSTITUTO FEDERAL DE EDUCAÇÃO. CIÊNCIA E TECNOLOGIA DA BAHIA;IFBA;Pública;Instituto Federal de Educação. Ciência e Tecnologia;BA;7;7;1.0000;2.4486;0.0000;0.0000;0.0000;2.4486;3;
2013;600;INSTITUTO FEDERAL DE EDUCAÇÃO. CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;Pública;Instituto Federal de Educação. Ciência e Tecnologia;MA;9;8;0.9791;2.4520;1.0000;3.0000;0.0000;2.4843;3;
2013;601;INSTITUTO FEDERAL DE EDUCAÇÃO. CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL;IFRS;Pública;Instituto Federal de Educação. Ciência e Tecnologia;RS;9;7;1.0000;3.3315;0.0000;0.0000;0.0000;3.3315;4;
2013;605;UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL;USCS;Pública;Universidade;SP;17;17;0.9374;2.1223;0.7010;4.0566;3.0000;2.2693;3;
2013;609;UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ;UNIOESTE;Pública;Universidade;PR;51;50;0.7749;3.3548;0.7675;3.7653;2.8611;3.5811;4;
2013;634;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;Pública;Universidade;RS;36;34;0.6893;3.0886;0.5553;3.9432;3.0318;3.5007;4;
2013;663;UNIVERSIDADE SALGADO DE OLIVEIRA;UNIVERSO;Privada;Universidade;RJ;85;80;0.9915;2.4286;0.8788;3.6454;2.0000;2.4444;3;
2013;664;UNIVERSIDADE VILA VELHA;UVV;Privada;Universidade;ES;26;25;0.9668;2.8390;0.8333;3.2565;2.0000;2.8811;3;
2013;665;UNIVERSIDADE DE TAUBATÉ;UNITAU;Pública;Universidade;SP;38;36;0.9210;2.5087;0.9504;3.4949;2.0000;2.6451;3;
2013;666;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;UEFS;Pública;Universidade;BA;21;19;0.8465;1.6972;0.7281;3.4365;2.3636;2.0802;3;
2013;669;UNIVERSIDADE NILTON LINS;UNINILTONLINS;Privada;Universidade;AM;24;24;0.9974;2.2776;0.8077;3.0000;1.0000;2.2820;3;
2013;670;UNIVERSIDADE SÃO FRANCISCO;USF;Privada;Universidade;SP;32;25;0.9283;2.6844;0.4821;4.3048;3.0233;2.8138;3;
2013;671;UNIVERSIDADE ANHANGUERA - UNIDERP;UNIDERP;Privada;Universidade;MS;32;29;0.9988;2.3141;0.7483;3.6212;2.0000;2.3164;3;
